,WikipediaPageName,links
230,Paris (rapper),"['Kam (rapper)', 'E-40', 'WC (rapper)', 'Kam (rapper)', 'Soopafly', 'KRS-One', 'RBX', 'WC (rapper)', 'The Alchemist (musician)', 'Mack 10', 'Evidence (musician)', 'B-Real', 'Snoop Dogg']"
231,Jay Park,"['Dumbfoundead', 'Dumbfoundead', 'Will Smith', 'Jay-Z', 'Raz Simone', 'Hit-Boy', 'Jay-Z', 'Nas', 'Dr. Dre', 'Canibus', 'Warren G']"
232,Teddy Park,[]
233,Passion (rapper),"[""Rappin' 4-Tay"", 'Domino (rapper)', 'Too Short', 'E-40', 'E-40', ""Rappin' 4-Tay"", 'Too Short', ""Rappin' 4-Tay"", ""Rappin' 4-Tay"", 'Too Short']"
234,Peace (rapper),"['Aceyalone', 'Myka 9', 'Self Jupiter', 'Myka 9', 'Aceyalone', 'Aceyalone', 'Abstract Rude', 'Myka 9']"
235,J Peezy,"['Ice Cube', 'Too Short', 'Mistah F.A.B.', 'Hopsin']"
236,Dudley Perkins (rapper),"['Madlib', 'Madlib', 'Madlib', 'Flying Lotus', 'Oh No (musician)']"
237,Phats Bossi,[]
238,Phil Da Agony,[]
239,Playalitical,"['E-40', ""Rappin' 4-Tay"", 'Snoop Dogg', 'E-40', ""Rappin' 4-Tay"", 'Daz Dillinger', 'Snoop Dogg', 'San Quinn']"
240,Pooh-Man,"['Too Short', 'Ant Banks']"
241,Vidal Prevost,[]
242,Problem (rapper),"['E-40', 'Terrace Martin', 'Snoop Dogg', 'Nas', 'Talib Kweli', 'Kurupt', 'DJ Quik', 'Snoop Dogg', 'E-40', 'YG (rapper)', 'Iamsu!', 'Kendrick Lamar', 'Wiz Khalifa', 'Nipsey Hussle', 'Warren G', 'Too Short', 'The Game (rapper)', 'Glasses Malone', 'Sage the Gemini', 'Iamsu!', 'Snoop Dogg', 'DJ Quik', 'DJ Quik']"
243,Prodeje,[]
244,Psychosiz,"['Dumbfoundead', 'Nocando', 'Nocando', 'Dumbfoundead', 'Dumbfoundead']"
245,Punch (rapper),"['Terrace Martin', 'Kendrick Lamar', 'Schoolboy Q', 'Terrace Martin', 'Willie B (producer)', 'Dave Free', 'Jay Rock', 'Kendrick Lamar', 'Kendrick Lamar', 'Jay Rock', 'Schoolboy Q', 'Ab-Soul', 'Kendrick Lamar', 'Terrace Martin', 'Dom Kennedy', 'Ash Riser', 'Problem (rapper)', 'Willie B (producer)']"
246,Schoolboy Q,"['Ab-Soul', 'Jay Rock', 'Kendrick Lamar', 'Jay Rock', 'Ab-Soul', 'Kendrick Lamar', '40 Glocc', 'Wiz Khalifa', 'Mac Miller', 'Kendrick Lamar', 'Kendrick Lamar', 'Snoop Dogg', 'Mac Miller', 'Macklemore', 'Macklemore', 'Vince Staples', 'Mac Miller', 'Nas', '50 Cent', 'Jay-Z', 'The Notorious B.I.G.', 'Kurupt', 'Sean Combs', 'Mac Miller', 'Macklemore']"
247,Quazedelic,"['Snoop Dogg', 'Kokane', 'Redman (rapper)', 'Suga Free', 'Sir Mix-a-Lot', 'B-Legit', 'Lady May (rapper)', ""Cam'ron"", '50 Cent', 'Snoop Dogg', 'Daz Dillinger', 'Soopafly', 'Dudley Perkins (rapper)', 'Snoop Dogg']"
248,DJ Quik,"['Snoop Dogg', 'Kurupt', ""Shaquille O'Neal"", 'Eazy-E', 'Eazy-E', 'Kam (rapper)', 'Hi-C (rapper)', 'MC Eiht', ""Shaquille O'Neal"", 'Suga Free', 'Nate Dogg', 'Snoop Dogg', 'Snoop Dogg', 'Erick Sermon', 'Xzibit', 'AMG (rapper)', 'Kurupt', 'Big Syke', 'Dr. Dre', 'Talib Kweli', 'Will Smith', 'Shade Sheist', 'Jay-Z', 'Roscoe (rapper)', 'Nate Dogg', 'E-40', '50 Cent', 'Suga Free', 'AMG (rapper)', 'Snoop Dogg', 'Kurupt', 'Ice Cube', 'Kurupt', 'Suga Free', 'The D.O.C.', 'Dr. Dre', 'Problem (rapper)', 'The Game (rapper)', 'Wiz Khalifa', 'MC Eiht', 'The Notorious B.I.G.', 'Snoop Dogg', 'Daz Dillinger']"
249,San Quinn,"['Messy Marv', 'Ya Boy']"
250,Captain Rapp,['Grandmaster Flash']
251,Rappin' 4-Tay,"['DJ King Assassin', 'Too Short', 'Mac Dre', 'Too Short', 'Mac Dre', 'Playalitical', 'Playalitical', 'YG (rapper)', 'Passion (rapper)', 'Too Short', 'Too Short', 'San Quinn', 'Passion (rapper)', 'Ant Banks', 'Spice 1', 'E-40', 'B-Legit', 'Mack 10', 'Frost (rapper)', 'Passion (rapper)', 'Too Short']"
252,Ras Kass,"['Canibus', 'Kurupt', 'Xzibit', 'Ice Cube', 'Rakim', 'KRS-One', 'Easy Mo Bee', 'RZA', 'Xzibit', 'Mack 10', 'Dr. Dre', 'DJ Premier', 'Rockwilder', 'Kurupt', 'Canibus', 'Jadakiss', 'The Game (rapper)', 'Crooked I', 'Mistah F.A.B.', 'Krondon', 'Pete Rock', 'Kendrick Lamar', 'Bishop Lamont', 'Ice-T', 'Too Short', 'Talib Kweli', 'DJ Kay Slay']"
253,RBX,"['Snoop Dogg', 'Snoop Dogg', 'Dr. Dre', 'Soopafly', 'Snoop Dogg', 'Daz Dillinger', 'Eazy-E', 'KRS-One', 'B-Real', 'Nas', 'MC Eiht', 'Daz Dillinger', 'Fatlip', 'Ras Kass', 'Kurupt', 'Dr. Dre', 'Daz Dillinger', 'Snoop Dogg', 'Kurupt', 'The D.O.C.', 'Nas', 'B-Real', 'KRS-One', ""Lil' C-Style"", 'B.G. Knocc Out', 'Warren G', 'Nate Dogg', 'Kokane', 'Suga Free', 'Soopafly', 'MC Eiht', 'Xzibit', 'Sadat X', 'Quazedelic', 'Tha Chill', 'Bishop Lamont', 'The Game (rapper)']"
254,Reason (American rapper),"['Cozz', 'Kendrick Lamar', 'Ab-Soul', 'Cozz', 'Jay Rock', 'Fabolous', 'Ab-Soul', 'Ab-Soul', 'Schoolboy Q', 'Vince Staples', 'Cozz', 'Cozz', 'Jay Rock']"
255,Red Cloud (rapper),"['KRS-One', 'Evidence (musician)', 'Murs (rapper)', 'Kendrick Lamar', 'Radamiz']"
256,Redfoo,"['Sky Blu (rapper)', 'Ahmad (rapper)', 'Sky Blu (rapper)']"
257,RiceGum,[]
258,The Real Richie Rich,"['DJ Quik', 'Domino (rapper)', 'Dr. Dre', 'DJ Quik', 'Snoop Dogg', 'Too Short', 'E-40', ""Rappin' 4-Tay""]"
259,Boots Riley,"['Spice 1', 'E-40', 'Tupac Shakur', 'Del the Funky Homosapien', 'Talib Kweli', 'Black Thought', 'Ant Banks']"
260,Ash Riser,"['Kendrick Lamar', 'Kendrick Lamar', 'Kendrick Lamar', 'Ab-Soul', 'Kendrick Lamar', 'Ab-Soul', 'Punch (rapper)', 'ASAP Rocky']"
261,RJ (rapper),[]
262,Jay Rock,"['Kendrick Lamar', 'Kendrick Lamar', 'Schoolboy Q', 'Ab-Soul', 'Kendrick Lamar', 'Ab-Soul', '50 Cent', 'E-40', 'Glasses Malone', 'Kendrick Lamar', 'Kendrick Lamar', 'Ab-Soul', 'Kendrick Lamar']"
263,V. Rose,['Trip Lee']
264,Sadistik,"['Cage (rapper)', 'Ceschi']"
265,Sage the Gemini,"['Iamsu!', 'Iamsu!', 'Iamsu!']"
266,Saint Dog,"['D-Loc', 'D-Loc']"
267,Saweetie,"['Petey Pablo', 'Drakeo the Ruler']"
268,Seagram (rapper),"['Too Short', 'Spice 1', 'Yukmouth', 'Too Short', 'Pooh-Man', 'Yukmouth', 'Pooh-Man', 'G-Nut']"
269,Amanda Seales,"['Q-Tip (musician)', 'Q-Tip (musician)', 'N.O.R.E.']"
270,Tupac Shakur,"['Kastro (rapper)', 'Nas', 'Talib Kweli', 'Ice Cube', 'Ice-T', 'Shock G', 'Big Syke', 'Sean Combs', ""Lil' Cease"", ""Lil' Kim"", 'Treach', 'Ice-T', 'Sean Combs', 'The Notorious B.I.G.', 'YG (rapper)', 'Snoop Dogg', 'Buckshot (rapper)', 'Hussein Fatal', '50 Cent', '50 Cent', '50 Cent', 'Ja Rule', 'Dr. Dre', 'Snoop Dogg']"
271,Mac Shawn,[]
272,Shade Sheist,"['Dr. Dre', 'Nate Dogg', 'Kurupt', 'DJ Quik', 'The Notorious B.I.G.', 'Tupac Shakur', 'Ja Rule', 'Kurupt', 'Nate Dogg', 'Nate Dogg', 'DJ Quik', 'Irv Gotti', 'Ja Rule', 'The D.O.C.', 'Dr. Dre', 'Nate Dogg', 'Nate Dogg', 'Kurupt', 'Warren G', 'Nate Dogg']"
273,Mike Shinoda,"['Jay-Z', 'Rakim', 'Pusha T', 'Black Thought', 'Jay-Z', 'Kendrick Lamar', 'Jay-Z']"
274,Too Short,"['Tupac Shakur', 'The Notorious B.I.G.', 'Jay-Z', 'Sean Combs', 'E-40', 'Daz Dillinger', 'Soopafly', 'B-Legit', 'Daz Dillinger', 'Soopafly', 'B-Legit', 'Wiz Khalifa', 'Snoop Dogg', '50 Cent', 'E-40', 'Dr. Dre', 'Dumbfoundead', 'E-40']"
275,Shorty Mack,"['Snoop Dogg', 'Nate Dogg']"
276,Shwayze,"['Snoop Dogg', 'Kendrick Lamar']"
277,Dom Sicily,['Roc Marciano']
278,Raz Simone,['Macklemore']
279,Sir Mix-a-Lot,[]
280,Skee-Lo,[]
281,Skeme,"['DJ Drama', 'The Game (rapper)', 'Dom Kennedy', 'Nipsey Hussle', 'E-40', 'Casey Veggies', 'Problem (rapper)', 'DJ Drama', 'DJ Drama', 'Kendrick Lamar', 'Nipsey Hussle', 'Dom Kennedy', 'Ty Dolla Sign', 'Casey Veggies', 'Schoolboy Q', 'Problem (rapper)', 'DJ Dahi', 'Snoop Dogg', 'YG (rapper)', 'Snow Tha Product', 'Lil Debbie', 'The Game (rapper)', 'TeeFlii', 'E-40', 'Don Cannon', '50 Cent', 'The Game (rapper)', 'Nipsey Hussle', 'Schoolboy Q', 'Problem (rapper)', 'Jay Rock', 'Glasses Malone', 'DJ Drama']"
282,Skinhead Rob,"['Slaine (rapper)', 'Danny Boy (rapper)', 'Necro (rapper)', 'Too Short']"
283,Alex Skolnick,[]
284,Sky Blu (rapper),"['Shwayze', 'Redfoo', 'Redfoo', 'Shwayze', 'Sensato del Patio', 'Sensato del Patio', 'Sensato del Patio', 'Shwayze', 'Shwayze', 'Shwayze', 'Shwayze', 'Shwayze', 'Wiz Khalifa', 'Shwayze', 'Shwayze', 'Redfoo', 'Shwayze']"
285,Sleep (rapper),"['Sage Francis', 'Sage Francis', 'Del the Funky Homosapien', 'Ceschi']"
286,Sleep Dank,"['Mac Dre', 'Mac Dre', 'Yukmouth', 'E-40', 'Keak da Sneak', 'Mistah F.A.B.', 'B-Legit', 'Mac Dre', 'Mac Mall', 'Mac Dre']"
287,Mitchy Slick,"['The Game (rapper)', 'Xzibit', 'Messy Marv', 'Nipsey Hussle', 'Krondon', 'Krondon', 'The Game (rapper)', 'Nipsey Hussle', 'Nick Cannon', 'MC Eiht', 'The Jacka', 'Jay Rock', 'E-40', 'Messy Marv', 'Demrick']"
288,Slimkid3,"['Fatlip', 'MC Lyte', 'Saul Williams', 'Fatlip']"
289,Slip Capone,"['Snoop Dogg', 'Daz Dillinger', 'Kurupt', 'Nate Dogg', 'RBX', 'Roscoe (rapper)', 'Kurupt', 'Snoop Dogg', 'Kurupt', 'Daz Dillinger', 'Kurupt', 'Daz Dillinger', 'Nate Dogg', 'Schoolboy Q']"
290,Slow Pain,"['Frost (rapper)', 'Frost (rapper)']"
291,Na-Kel Smith,"['Tyler, the Creator', 'Earl Sweatshirt', 'Earl Sweatshirt', 'Tyler, the Creator', 'Earl Sweatshirt', 'Buddy (rapper)', 'Earl Sweatshirt', 'Tyler, the Creator', 'Hodgy', 'Domo Genesis', 'Tyler, the Creator', 'Earl Sweatshirt', 'Tyler, the Creator', 'Buddy (rapper)']"
292,D Smoke,"['The Game (rapper)', 'The Game (rapper)', 'Lecrae']"
293,Smooth (singer),"['Tupac Shakur', 'MC Lyte', 'Lil Mama', 'Yo-Yo (rapper)']"
294,Snow Tha Product,"['D Smoke', 'Crooked I', 'Snoop Dogg', 'Ty Dolla Sign', '50 Cent', 'Dizzy Wright', 'Ty Dolla Sign', 'Too Short', 'Crooked I', 'Joell Ortiz', 'Big Pun', 'Busta Rhymes', 'Tupac Shakur', 'Mac Dre', 'Brotha Lynch Hung']"
295,Snupe,[]
296,Soopafly,"['Snoop Dogg', 'Tupac Shakur', 'Daz Dillinger', 'Kurupt', 'Nate Dogg', 'Warren G', 'RBX', ""Lil' C-Style"", 'Roscoe (rapper)', 'Xzibit', 'Snoop Dogg', 'Dr. Dre', 'Ice Cube', 'Too Short', 'Snoop Dogg', 'Daz Dillinger', 'Kurupt', 'Warren G', 'RBX', 'Snoop Dogg']"
297,Sounwave,"['Kendrick Lamar', 'Baby Keem', 'Mac Miller', 'Punch (rapper)', 'Bishop Lamont', 'Kendrick Lamar', 'Dave Free', 'Willie B (producer)', 'Schoolboy Q', 'Kendrick Lamar', 'Schoolboy Q', 'Mac Miller', 'Ab-Soul', 'Ab-Soul', 'Jay Rock', 'Vince Staples', 'Reason (American rapper)', 'Ty Dolla Sign', 'Lil B', 'Baby Keem']"
298,Speak!,"['Kreayshawn', 'Syd (singer)', 'Vince Staples']"
299,Spice 1,"['Too Short', 'Tupac Shakur', 'Kokane', 'MC Eiht', 'Yukmouth']"
300,Spider Loc,"['50 Cent', 'Kurupt', 'Big Syke', 'Yukmouth', '40 Glocc', 'DJ Drama', 'Brotha Lynch Hung', 'Kam (rapper)', 'Yukmouth', 'Tony Yayo', 'Lloyd Banks', '50 Cent', '50 Cent', 'Lloyd Banks', 'Prodigy (rapper)', 'Mase', 'Kurupt', 'Ras Kass', 'Crooked I', '40 Glocc', 'Ras Kass', '40 Glocc', 'The Game (rapper)', 'Lloyd Banks', 'Lloyd Banks', 'Tony Yayo', 'Hot Rod (rapper)', 'Hot Rod (rapper)', '50 Cent', 'Tony Yayo', '40 Glocc', 'Jay Rock', 'Schoolboy Q', 'Jay Rock', 'Glasses Malone', 'Kendrick Lamar', 'Ab-Soul', 'Schoolboy Q', 'Mistah F.A.B.', 'Crooked I', 'Nipsey Hussle', 'Jay Rock', 'Nipsey Hussle']"
301,Vince Staples,"['Earl Sweatshirt', 'Mac Miller', 'Snoop Dogg', 'Earl Sweatshirt', 'Mac Miller', 'Ab-Soul', 'Schoolboy Q', 'DJ Babu', 'Scoop DeVille', 'Schoolboy Q', 'Teyana Taylor', 'Fetty Wap', 'Ty Dolla Sign', 'Tyler, the Creator', 'Mac Miller', 'Tyler, the Creator']"
302,Parlay Starr,"['DJ Quik', 'Snoop Dogg', 'Too Short', 'Yukmouth']"
303,Rob Stone (rapper),"['Cousin Stizz', 'Cousin Stizz', 'Snoop Dogg']"
304,Stressmatic,[]
305,Stunnaman,[]
306,Suga Free,"['DJ Quik', 'Mac Dre', 'Snoop Dogg', 'DJ Quik', 'Xzibit', 'Snoop Dogg', 'DJ Quik', 'AMG (rapper)', 'Snoop Dogg', 'DJ Quik', 'Xzibit', 'DJ Quik', 'Snoop Dogg', 'Kokane', ""Rappin' 4-Tay"", 'Soopafly', 'RBX', 'Kurupt', 'Mac Dre', 'Snoop Dogg', 'Kokane', 'AMG (rapper)', 'E-40', 'B-Legit', 'DJ Quik', ""Rappin' 4-Tay"", 'Nate Dogg', 'Hi-C (rapper)', '40 Glocc', 'Xzibit', 'Snoop Dogg', 'Nate Dogg', 'Snoop Dogg', 'Mac Dre', 'Messy Marv', 'Kokane', 'Kokane', 'E-40', 'Too Short', 'Too Short', 'Bishop Lamont', 'Murs (rapper)', 'E-40', 'Kurupt', 'Daz Dillinger', 'Soopafly', 'DJ Quik', 'Schoolboy Q', 'Dom Kennedy', 'Daz Dillinger', 'E-40']"
307,Suga-T,"['E-40', 'B-Legit', 'Spice 1', 'E-40']"
308,Earl Sweatshirt,"['Tyler, the Creator', 'Tyler, the Creator', 'Tupac Shakur', 'Casey Veggies', 'Domo Genesis', 'The Alchemist (musician)', 'Vince Staples', 'Action Bronson', 'Flying Lotus', 'Flying Lotus', 'Tyler, the Creator', 'Mac Miller', 'The Alchemist (musician)', 'RZA', 'Flying Lotus', 'The Alchemist (musician)', 'Knxwledge', 'Vince Staples', 'The Alchemist (musician)', 'MF Doom', 'Madlib', 'RZA', 'The Alchemist (musician)', 'Tyler, the Creator', 'Domo Genesis']"
309,SwinDoe,[]
310,Syd (singer),"['Mac Miller', 'Tyler, the Creator', 'Earl Sweatshirt', 'Mac Miller', 'Hodgy', 'Snoop Dogg', 'Vince Staples', 'Earl Sweatshirt', 'Domo Genesis', 'Tyler, the Creator']"
311,Big Syke,"['Tupac Shakur', 'Kurupt', 'Hussein Fatal', 'Spice 1', 'Spice 1', 'WC (rapper)', 'Nate Dogg', 'Daz Dillinger', 'Hussein Fatal', 'Kurupt', 'B-Legit', 'Mac Shawn', 'Hussein Fatal', 'Young Noble', ""Ol' Dirty Bastard"", 'Too Short', 'Yukmouth', 'Mac Mall', 'DJ Quik', 'Young Noble', 'Hussein Fatal', 'E.D.I. Mean', 'Spider Loc', 'Young Noble', 'Hussein Fatal', 'Young Noble', 'Spice 1', 'Daz Dillinger']"
312,T-Pup,[]
313,Ali Tabatabaee,[]
314,Taboo (rapper),['Eazy-E']
315,Tairrie B,"['Eazy-E', 'Eazy-E', 'Dr. Dre', 'The D.O.C.', 'Ice-T', 'Schoolly D', 'Eazy-E', 'Ice-T', 'Paris (rapper)']"
316,Tanna Leone,"['Kendrick Lamar', 'Baby Keem', 'Dave Free', 'Kendrick Lamar', 'Tupac Shakur', 'DMX', 'Kendrick Lamar', 'Baby Keem', 'Kendrick Lamar']"
317,Tap Dat Ass,[]
318,Tedashii,['Lecrae']
319,TeeFlii,"['Problem (rapper)', 'YG (rapper)', 'Nipsey Hussle', 'Skeme', 'Dom Kennedy', 'Casey Veggies', 'Ty Dolla Sign', 'E-40', 'Jadakiss', 'Snoop Dogg', 'Warren G', 'Dom Kennedy', 'YG (rapper)', 'Problem (rapper)', 'DJ Quik', 'Ty Dolla Sign', 'Nipsey Hussle', 'YG (rapper)', 'Snoop Dogg', 'Warren G', 'Wiz Khalifa', 'Clyde Carson', 'Berner (rapper)', 'E-40', 'Too Short', 'King Lil G']"
320,Thurz,"['Asher Roth', 'E-40', 'Murs (rapper)', 'Fashawn']"
321,Tiger JK,['Dr. Dre']
322,Time (rapper),"['Sole (hip hop artist)', 'Sole (hip hop artist)', 'Ceschi', 'Jake One', 'Sage Francis', 'Sole (hip hop artist)']"
323,Ms. Toi,"['Ice Cube', 'Mack 10', 'E-40', 'Ice Cube', 'Mack 10', 'Ice Cube', 'Mack 10', 'E-40', 'Dame Grease', 'Ice Cube', 'Ice Cube', 'Mack 10']"
324,Tone Loc,[]
325,Isaiah Toothtaker,['Harry Fraud']
326,Channel Tres,"['JPEGMafia', 'Tyler, the Creator', 'JPEGMafia', 'Terrace Martin', 'Tyler, the Creator']"
327,MC Trouble,['Phife Dawg']
328,Ty Dolla Sign,"['YG (rapper)', 'Wiz Khalifa', 'YG (rapper)', 'DJ Dahi', 'Too Short', 'Wiz Khalifa', 'ASAP Rocky', 'Sean Combs', 'Casey Veggies', 'Jay Rock', 'French Montana', 'Fetty Wap', 'E-40', 'Jay-Z', 'Lecrae', 'Mac Miller', 'Nate Dogg', 'Tupac Shakur', 'Mos Def', 'Talib Kweli', 'Lecrae', 'Tyler, the Creator']"
329,"Tyler, the Creator","['Hodgy', 'Casey Veggies', 'Jay-Z', 'Pusha T', 'DJ Drama', 'Domo Genesis', 'The Alchemist (musician)', 'Domo Genesis', 'Earl Sweatshirt', 'Casey Veggies', 'Schoolboy Q', 'ASAP Rocky', 'Kendrick Lamar', 'ASAP Rocky', 'Q-Tip (musician)', 'Chad Hugo', 'Busta Rhymes', 'Sway Calloway', 'Domo Genesis', 'Earl Sweatshirt', 'Domo Genesis', 'Earl Sweatshirt', 'Ty Dolla Sign']"
330,The Unknown DJ,"['Ice-T', 'King T', 'WC (rapper)', 'MC Eiht', 'Ice-T', 'MC Eiht', 'Dr. Dre', 'Ice-T', 'MC Eiht', 'The D.O.C.']"
331,V-Nasty,"['Kreayshawn', 'Lil Debbie', 'Kreayshawn', 'Lil Debbie', 'Kreayshawn', 'Lil Debbie', 'Mistah F.A.B.', 'Mac Dre', 'Mistah F.A.B.', 'Fat Joe', 'Lil Debbie', 'Mistah F.A.B.', 'Kreayshawn']"
332,V-White,[]
333,Casey Veggies,"['YG (rapper)', 'Mac Miller', 'Nipsey Hussle', 'Dom Kennedy', 'Kendrick Lamar', 'Tyler, the Creator', 'Domo Genesis', 'Wiz Khalifa', 'Vince Staples', 'Ty Dolla Sign', 'Hit-Boy', 'Jahlil Beats', 'Hit-Boy', 'Wiz Khalifa']"
334,Bryce Vine,['YG (rapper)']
335,Warren G,"['Snoop Dogg', 'Dr. Dre', 'Snoop Dogg', 'Nate Dogg', 'Dr. Dre', 'Eazy-E', 'Ice Cube', 'Nate Dogg', 'Snoop Dogg', 'Dr. Dre', 'Nate Dogg', 'Snoop Dogg', 'Dr. Dre', 'Nate Dogg', 'Kurupt', 'Nate Dogg', 'Mack 10', 'RBX', 'Kurupt', 'Eve (rapper)', 'Mack 10', 'DJ Quik', 'Mack 10', 'E-40', 'Too Short']"
336,WC (rapper),"['Ice Cube', 'Mack 10', 'Coolio', 'Sir Jinx', 'Ice Cube', 'Snoop Dogg', 'The Game (rapper)', 'Young Maylay', 'Daz Dillinger', 'Kokane', 'Ice Cube', 'Mack 10', 'Nate Dogg']"
337,Tim'm T. West,[]
338,Willie B (producer),"['Ab-Soul', 'Kendrick Lamar', 'Jay Rock', 'Punch (rapper)', 'Jay Rock', 'Talib Kweli', 'Busta Rhymes', 'Crooked I', 'Kendrick Lamar', 'Bishop Lamont', 'Glasses Malone', 'Kurupt', 'Bishop Lamont', 'Busta Rhymes', 'Kurupt', 'Crooked I', 'Talib Kweli', 'Jay Rock', 'Curtiss King', 'Bishop Lamont', 'Ab-Soul', 'Kendrick Lamar', 'Jay Rock', 'Sounwave', 'Dash (rapper)']"
339,Dizzy Wright,"['Demrick', 'Futuristic (rapper)', 'Hopsin', 'Hopsin', 'Hopsin', 'Joey Badass', 'Kid Ink', 'Demrick', 'Demrick', 'Kid Ink']"
340,Xzibit,"['Dr. Dre', 'Dr. Dre', 'Snoop Dogg', 'Nate Dogg', 'Ice Cube', 'Fat Joe', 'Ras Kass', '50 Cent', 'Busta Rhymes', 'Ice Cube', 'Kurupt', 'The Game (rapper)', 'Demrick', 'B-Real', 'Dr. Dre', 'Dr. Dre', 'Snoop Dogg', 'Dr. Dre', 'Snoop Dogg', 'Big Pun', 'Black Rob', '50 Cent', 'The Game (rapper)', 'Busta Rhymes', 'Jadakiss']"
341,Ya Boy,"['San Quinn', 'DJ Drama', 'The Game (rapper)', 'Mack 10', 'San Quinn', 'The Game (rapper)', 'Mack 10']"
342,Yeat,[]
343,YG (rapper),"['Ty Dolla Sign', 'Nipsey Hussle', 'Ty Dolla Sign', 'Nipsey Hussle', '50 Cent', 'Remy Ma', 'Nipsey Hussle', '6ix9ine', 'Nas', 'Saweetie', 'DMX', 'Blxst', 'Kendrick Lamar', 'Meek Mill', 'Meek Mill']"
344,YGD Tha Top Dogg,"['Soopafly', 'Daz Dillinger', 'Snoop Dogg', 'Soopafly', 'Daz Dillinger', 'Nate Dogg']"
345,Yo-Yo (rapper),"['Ice Cube', 'Ice Cube', 'Ice Cube', 'Ice Cube', 'MC Lyte', 'MC Lyte', 'Lil Mama', 'Smooth (singer)', 'Tupac Shakur', 'MC Lyte', 'Queen Latifah']"
346,MC Yogi,[]
347,Young Chozen,[]
348,Young Dru,[]
349,Young L,[]
350,Yukmouth,"['Mac Dre', 'Too Short', 'E-40', 'Crooked I', 'Dame Grease', 'Spice 1', 'Melle Mel', 'Yo-Yo (rapper)', ""Shaquille O'Neal"", 'Coolio']"
351,Arif Zahir,[]
352,Zealous1,"['MC Frontalot', 'MC Lars']"
353,Asaiah Ziv,"['JGivens', 'JGivens']"
